"41670;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"41672;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"41676;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"41678;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"41680;FUEL LEAK;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | FUEL LEAK;SCF-NP"
"41682;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"41684;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"41729;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"41749;TRACK TOUR;TRACK TOUR;RE"
"41749;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"41750;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"41751;LACK OF FUEL;FUEL | LACK OF FUEL;FUEL"
"41789;LACK OF FUEL;FUEL | LACK OF FUEL;FUEL"
"41829;TRACK TOUR;TRACK TOUR;RE"
"41829;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"41832;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"41834;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"41837;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;CTOL"
"41840;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"41844;OTHERS;OTHERS;OTHR"
"41845;WITH TO SCREEN / WINDOW / DOOR;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH TO SCREEN / WINDOW / DOOR;SCF-NP"
"41850;COLLISION WITH AIRCRAFT ON GROUND;COLLISION IN SOIL | COLLISION WITH AIRCRAFT ON GROUND;GCOL"
"41852;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"41854;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"41898;LANDING IN PLACE NOT PROVIDED;OTHER | LANDING IN PLACE NOT PROVIDED;OTHR"
"41899;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"41900;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"41902;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"41904;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"41908;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"41909;LOAD RELEASE;OTHER | LOAD RELEASE;OTHR"
"41910;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"41913;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"41914;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"41915;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"41916;CONTROLLED FLYING AGAINST LAND;CONTROLLED FLYING AGAINST LAND;CFIT"
"41917;BRUSH LANDING;CONTACT FREAK WITH TRACK | LANDING BRUSCO;ARC"
"41939;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"41960;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"41973;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"41976;RELIEF NOT INTENTIONAL / EXPLOSIVE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | RELIEF NOT INTENTIONAL / EXPLOSIVE;SCF-NP"
"41984;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"41985;OTHERS;OTHERS;OTHR"
"41986;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"41988;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"41991;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"41994;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"41998;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"41999;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"42001;TRACK TOUR;TRACK TOUR;RE"
"42001;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"42009;LOAD RELEASE;OTHER | LOAD RELEASE;OTHR"
"42010;AIR TRAFFIC;SEPARATION OF LOSS / COLLISION IN FLIGHT | AIR TRAFFIC;MAC"
"42011;AIR TRAFFIC;SEPARATION OF LOSS / COLLISION IN FLIGHT | AIR TRAFFIC;MAC"
"42012;AIR TRAFFIC;SEPARATION OF LOSS / COLLISION IN FLIGHT | AIR TRAFFIC;MAC"
"42013;AIR TRAFFIC;SEPARATION OF LOSS / COLLISION IN FLIGHT | AIR TRAFFIC;MAC"
"42038;OTHERS;OTHERS;OTHR"
"42039;LANDING IN PLACE NOT PROVIDED;OTHER | LANDING IN PLACE NOT PROVIDED;OTHR"
"42067;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"42068;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"42071;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"42073;OTHERS;OTHERS;OTHR"
"42232;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"42249;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"42250;TRACK TOUR;TRACK TOUR;RE"
"42250;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"42251;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;CTOL"
"42263;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"42284;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"42286;OTHERS;OTHERS;OTHR"
"42287;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"42289;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"42292;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"42303;LACK OF FUEL;FUEL | LACK OF FUEL;FUEL"
"42323;LANDING BEFORE COURSE;FALLING SHORT LANDING / BEYOND THE TRACK | LANDING BEFORE COURSE;USOS"
"42367;OTHERS;OTHERS;OTHR"
"42368;COLLISION WITH AIRCRAFT ON GROUND;COLLISION IN SOIL | COLLISION WITH AIRCRAFT ON GROUND;GCOL"
"42386;TRACK TOUR;TRACK TOUR;RE"
"42386;LANDING BEFORE COURSE;FALLING SHORT LANDING / BEYOND THE TRACK | LANDING BEFORE COURSE;USOS"
"42387;TRACK TOUR;TRACK TOUR;RE"
"42387;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"42388;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"42425;OTHERS;OTHERS;OTHR"
"42427;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"42429;WITH TO SCREEN / WINDOW / DOOR;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH TO SCREEN / WINDOW / DOOR;SCF-NP"
"42431;WITH ROTOR;FAILURE OR IMPROPER ENGINE OPERATION | WITH ROTOR;SCF-PP"
"42432;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"42433;F.O.D.;OTHER | F.O.D.;OTHR"
"42434;OTHERS;OTHERS;OTHR"
"42436;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"42439;LEAK OTHER FLUIDS;OTHER | LEAK OTHER FLUIDS;OTHR"
"42443;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"42446;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"42447;OTHERS;OTHERS;OTHR"
"42448;BRUSH LANDING;CONTACT FREAK WITH TRACK | LANDING BRUSCO;ARC"
"42449;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"42451;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"42452;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"42456;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"42458;LANDING FLICKERLESS;CONTACT FREAK WITH TRACK | LANDING FLICKERLESS;ARC"
"42460;BRUSH LANDING;CONTACT FREAK WITH TRACK | LANDING BRUSCO;ARC"
"42461;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"42465;OTHERS;OTHERS;OTHR"
"42466;WITH HELIX;FAILURE OR IMPROPER ENGINE OPERATION | WITH HELIX;SCF-PP"
"42485;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"42486;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"42506;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"42565;LACK OF FUEL;FUEL | LACK OF FUEL;FUEL"
"42585;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"42587;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"42588;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"42589;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"42590;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"42592;COLLISION WITH OBSTACLES IN SOIL;COLLISION IN SOIL | COLLISION WITH OBSTACLES IN SOIL;GCOL"
"42595;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"42597;OTHERS;OTHERS;OTHR"
"42598;OTHERS;OTHERS;OTHR"
"42601;OTHERS;OTHERS;OTHR"
"42602;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"42603;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"42606;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"42614;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"42618;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"42619;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"42626;RELIEF NOT INTENTIONAL / EXPLOSIVE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | RELIEF NOT INTENTIONAL / EXPLOSIVE;SCF-NP"
"42634;LOSS ON FLYING COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | LOSS ON FLYING COMPONENT;SCF-NP"
"42636;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"42638;OTHERS;OTHERS;OTHR"
"42646;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"42680;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"42707;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"42713;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"42714;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"42715;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"42716;COLLISION WITH AIRCRAFT ON GROUND;COLLISION IN SOIL | COLLISION WITH AIRCRAFT ON GROUND;GCOL"
"42717;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"42718;TRACK TOUR;TRACK TOUR;RE"
"42718;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"42723;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"42735;AIRCRAFT ACHIEVED BY OBJECT;OTHER | AIRCRAFT ACHIEVED BY OBJECT;OTHR"
"42738;COLLISION WITH OBSTACLES IN SOIL;COLLISION IN SOIL | COLLISION WITH OBSTACLES IN SOIL;GCOL"
"42740;AIR TRAFFIC;SEPARATION OF LOSS / COLLISION IN FLIGHT | AIR TRAFFIC;MAC"
"42742;AIR TRAFFIC;SEPARATION OF LOSS / COLLISION IN FLIGHT | AIR TRAFFIC;MAC"
"42756;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"42757;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"42758;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"42760;TRACK TOUR;TRACK TOUR;RE"
"42760;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"42781;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"42838;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"42865;LANDING FLICKERLESS;CONTACT FREAK WITH TRACK | LANDING FLICKERLESS;ARC"
"42866;WITH FLIGHT CONTROLS;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH FLIGHT CONTROLS;SCF-NP"
"42868;AIR TRAFFIC;SEPARATION OF LOSS / COLLISION IN FLIGHT | AIR TRAFFIC;MAC"
"42880;LANDING LONG;TRACK TOUR | LANDING LONG;RE"
"42882;LANDING LONG;TRACK TOUR | LANDING LONG;RE"
"42883;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"42919;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"42921;CONTROLLED FLYING AGAINST LAND;CONTROLLED FLYING AGAINST LAND;CFIT"
"42960;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"42960;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"42980;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"42981;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"42983;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"42984;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"42986;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"42987;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"42988;FIRE IN SOIL;FIRE / SMOKE (SEM IMPACT) | FIRE IN SOIL;F-NI"
"42989;OTHERS;OTHERS;OTHR"
"42990;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"42991;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"42994;OTHERS;OTHERS;OTHR"
"42997;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"42999;LANDING FLICKERLESS;CONTACT FREAK WITH TRACK | LANDING FLICKERLESS;ARC"
"43002;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"43003;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"43005;LEAK OTHER FLUIDS;OTHER | LEAK OTHER FLUIDS;OTHR"
"43007;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"43008;CAUSED BY WEATHER PHENOMENON IN FLIGHT;OTHER | CAUSED BY WEATHER PHENOMENON IN FLIGHT;OTHR"
"43015;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"43019;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"43021;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"43022;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;CTOL"
"43023;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"43026;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"43027;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"43030;LEAK OTHER FLUIDS;OTHER | LEAK OTHER FLUIDS;OTHR"
"43033;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"43035;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"43042;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"43043;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"43044;STRUCTURAL FAILURE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | STRUCTURAL FAILURE;SCF-NP"
"43061;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"43062;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"43063;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"43064;BRUSH LANDING;CONTACT FREAK WITH TRACK | LANDING BRUSCO;ARC"
"43065;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"43067;CAUSED BY WEATHER PHENOMENON IN FLIGHT;OTHER | CAUSED BY WEATHER PHENOMENON IN FLIGHT;OTHR"
"43070;LANDING FLICKERLESS;CONTACT FREAK WITH TRACK | LANDING FLICKERLESS;ARC"
"43082;OTHERS;OTHERS;OTHR"
"43083;FAILURE OF MOTOR GROUND;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF MOTOR GROUND;SCF-PP"
"43085;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"43086;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"43089;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"43090;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"43091;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"43093;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"43094;INVOLUNTARY MOTOR COURT;OTHER | INVOLUNTARY MOTOR COURT;OTHR"
"43095;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"43132;LANDING IN PLACE NOT PROVIDED;OTHER | LANDING IN PLACE NOT PROVIDED;OTHR"
"43153;COLLISION WITH OBSTACLES IN SOIL;COLLISION IN SOIL | COLLISION WITH OBSTACLES IN SOIL;GCOL"
"43155;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"43156;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"43157;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"43158;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"43171;AIR TRAFFIC;SEPARATION OF LOSS / COLLISION IN FLIGHT | AIR TRAFFIC;MAC"
"43256;LACK OF FUEL;FUEL | LACK OF FUEL;FUEL"
"43257;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"43258;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"43259;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"43260;CAUSED BY WEATHER PHENOMENON IN FLIGHT;OTHER | CAUSED BY WEATHER PHENOMENON IN FLIGHT;OTHR"
"43261;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"43262;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"43263;WITH TO SCREEN / WINDOW / DOOR;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH TO SCREEN / WINDOW / DOOR;SCF-NP"
"43264;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"43266;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"43268;OPERATION AT LOW ALTITUDE;OPERATION AT LOW ALTITUDE;LALT"
"43282;BRUSH LANDING;CONTACT FREAK WITH TRACK | LANDING BRUSCO;ARC"
"43283;OTHERS;OTHERS;OTHR"
"43288;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"43289;WITH TO SCREEN / WINDOW / DOOR;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH TO SCREEN / WINDOW / DOOR;SCF-NP"
"43290;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"43294;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"43318;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"43321;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"43325;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"43329;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"43333;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"43335;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"43348;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"43350;COMPONENT OF LOSS IN SOIL;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | COMPONENT OF LOSS IN SOIL;SCF-NP"
"43361;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"43365;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"43374;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"43383;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"43384;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"43385;COMPONENT OF LOSS IN SOIL;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | COMPONENT OF LOSS IN SOIL;SCF-NP"
"43389;OTHERS;OTHERS;OTHR"
"43390;LACK OF FUEL;FUEL | LACK OF FUEL;FUEL"
"43392;INDETERMINATE;INDETERMINATE;UNK"
"43393;LACK OF FUEL;FUEL | LACK OF FUEL;FUEL"
"43403;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"43404;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"43405;F.O.D.;OTHER | F.O.D.;OTHR"
